359746161665661,89148000009808568770
359746161665463,89148000009808569083
359746161664862,89148000009808569760
359746161665000,89148000009808569539
359746161665364,89148000009808569265
359746161665414,89148000009808569166
359746161664573,89148000009808569752
359746161664888,89148000009808569471
359746161664268,89148000009808570115
359746161664987,89148000009808569513
359746161665562,89148000009808569349
359746161664995,89148000009808569521
359746161664508,89148000009808570149
359746161664672,89148000009808569927
359746161665968,89148000009808568648
359746161664375,89148000009808570222
359746161666008,89148000009808568630
359746161665117,89148000009808569554
359746161665489,89148000009808569372
359746161665372,89148000009808569224
359746161664383,89148000009808570099
359746161664904,89148000009808569414
359746161664714,89148000009808569950
359746161665588,89148000009808569190
359746161665471,89148000009808569182
359746161666040,89148000009808568663
359746161665406,89148000009808569257
359746161664755,89148000009808569919
359746161665240,89148000009808569315
359746161664003,89148000009808570131
359746161664342,89148000009808570198
359746161664615,89148000009808570180
359746161663922,89148000009808570172
359746161666222,89148000009808568655
359746161665737,89148000009808568853
359746161664680,89148000009808569745
359746161665620,89148000009808569299
359746161665232,89148000009808569364
359746161664425,89148000009808570107
359746161664938,89148000009808569588
359746161664813,89148000009808569893
359746161665273,89148000009808569455
359746161664441,89148000009808570214
359746161664870,89148000009808569844
359746161664524,89148000009808570164
359746161664623,89148000009808569786
359746161665612,89148000009808569174
359746161664771,89148000009808569968
359746161664789,89148000009808569935
359746161665299,89148000009808569562
359746161664433,89148000009808570123
359746161665398,89148000009808569232
359746161664359,89148000009808570057
359746161665182,89148000009808569430
359746161665315,89148000009808569240
359746161665257,89148000009808569356
359746161664953,89148000009808570230
359746161664805,89148000009808569661
359746161665422,89148000009808569133
359746161664656,89148000009808569687
359746161664664,89148000009808569943
359746161665174,89148000009808569307
359746161664490,89148000009808570081
359746161664730,89148000009808569901
359746161665869,89148000009808568879
359746161665810,89148000009808568762
359746161665091,89148000009808569877
359746161665687,89148000009808568713
359746161665349,89148000009808569109
359746161665430,89148000009808569018
359746161664979,89148000009808569463
359746161666248,89148000009808568986
359746161666677,89148000009808569000
359746161664763,89148000009808569984
359746161665323,89148000009808569091
359746161665547,89148000009808569067
359746161665596,89148000009808569075
359746161665133,89148000009808569810
359746161665901,89148000009808568911
359746161665083,89148000009808569604
359746161665166,89148000009808569281
359746161664284,89148000009808570016
359746161665794,89148000009808568861
359746161665075,89148000009808569885
359746161664243,89148000009808570032
359746161665513,89148000009808568838
359746161665141,89148000009808569992
359746161665307,89148000009808569059
359746161665018,89148000009808569729
359746161665067,89148000009808569612
359746161665208,89148000009808569489
359746161666107,89148000009808568994
359746161665745,89148000009808568689
359746161664912,89148000009808569638
359746161665109,89148000009808569406
359746161665604,89148000009808569208
359746161664565,89148000009808569836
359746161664961,89148000009808569331
359746161665638,89148000009808568929
359746161665885,89148000009808568705
359746161665216,89148000009808568978
359746161665646,89148000009808568820
359746161665778,89148000009808569026
359746161665224,89148000009808569737
359746161665380,89148000009808569273
359746161664797,89148000009808569794
359746161664300,89148000009808570024
359746161665802,89148000009808568754
359746161664896,89148000009808569620
359746161664292,89148000009808570040
359746161664540,89148000009808569695
359746161665331,89148000009808569042
359746161666180,89148000009808568960
359746161664839,89148000009808569703
359746161665505,89148000009808568796
359746161665679,89148000009808568697
359746161665539,89148000009808568903
359746161664920,89148000009808569547
359746161664854,89148000009808569828
359746161665265,89148000009808569497
359746161665497,89148000009808569117
359746161665356,89148000009808569125
359746161665786,89148000009808568895
359746161665570,89148000009808568937
359746161664581,89148000009808569851
359746161664946,89148000009808569679
359746161665034,89148000009808569646
359746161665281,89148000009808569505
359746161665893,89148000009808568788
359746161664698,89148000009808569802
359746161665448,89148000009808569141
359746161665711,89148000009808569034
359746161665521,89148000009808568671
359746161665026,89148000009808569448
359746161664722,89148000009808569653
359746161665695,89148000009808568812
359746161665190,89148000009808569323
359746161665729,89148000009808568804
359746161665760,89148000009808568747
359746161664847,89148000009808569869
359746161665455,89148000009808569158
359746161664706,89148000009808570008
359746161664417,89148000009808570065
359746161665042,89148000009808569596
359746161665828,89148000009808568952
359746161666081,89148000009808568580
359746161665364,89148000009808569265
359746161665000,89148000009808569539
359746161665661,89148000009808568770
359746161664557,89148000009808569711
